Car_Id,Car_Name,Year,Selling_Price_Lakh,Present_Price_Lakh,Kms_Driven,Fuel_Type,Seller_Type,Transmission,Owner
2450,Royal Enfield Thunder 500,2014,0.76,1.99,64200,Petrol,Dealer,Manual,0
2451,Innova,2006,2.72,18.92,196000,Diesel,Dealer,Manual,0
2452,Ritz,2011,1.29,5.55,268100,Petrol,Dealer,Manual,0
2453,Grand I10,2014,1.34,6.27,176400,Petrol,Dealer,Manual,0
2454,City,2009,1.9,11.33,225300,Petrol,Dealer,Manual,0
2455,Royal Enfield Classic 350,2014,0.26,1.18,130500,Petrol,Individual,Manual,0
2456,Grand I10,2014,2.23,6.62,152700,Petrol,Individual,Manual,0
2457,City,2015,3.42,11.74,132600,Petrol,Dealer,Manual,0
2458,Bajaj Avenger 150,2016,0.28,1.04,119900,Petrol,Individual,Manual,0
2459,Grand I10,2014,1.0,5.34,118900,Petrol,Dealer,Manual,0
2460,Honda Cbr 150,2014,0.17,0.96,75600,Petrol,Individual,Manual,0
2461,Grand I10,2015,1.02,5.82,145200,Petrol,Dealer,Manual,0
2462,Bajaj Pulsar 150,2012,0.34,1.56,79800,Petrol,Individual,Manual,0
2463,Ciaz,2016,2.38,9.66,92400,Petrol,Individual,Manual,0
2464,Royal Enfield Thunder 350,2012,0.27,1.49,81400,Petrol,Dealer,Manual,0
2465,City,2012,3.77,11.96,156000,Petrol,Dealer,Manual,0
2466,I20,2017,2.97,6.78,141700,Petrol,Dealer,Manual,0
2467,Ciaz,2017,2.23,9.93,110700,Petrol,Individual,Manual,0
2468,Bajaj Avenger 220 Dtsi,2015,0.26,1.03,89000,Petrol,Dealer,Manual,0
2469,Hyosung Gt250R,2014,0.78,2.76,205500,Petrol,Individual,Manual,0
2470,Bajaj Avenger Street 220,2011,0.1,0.76,73500,Petrol,Individual,Manual,0
2471,Verna,2013,2.18,9.24,241800,Petrol,Individual,Manual,0
2472,Innova,2009,3.83,18.55,188900,Diesel,Dealer,Manual,0
2473,Wagon R,2011,0.58,4.45,136900,Petrol,Dealer,Manual,0
2474,City,2017,3.74,12.01,65100,Petrol,Dealer,Manual,0
2475,City,2009,2.23,11.79,109100,Petrol,Dealer,Manual,0
2476,Swift,2012,2.09,6.43,33600,Petrol,Dealer,Manual,0
2477,Swift,2015,2.22,5.99,49700,Petrol,Dealer,Manual,0
2478,I20,2011,1.8,7.91,68100,Petrol,Dealer,Manual,0
2479,Verna,2012,1.78,9.16,117300,Petrol,Dealer,Manual,0
2480,Sx4,2010,2.63,8.33,209300,Petrol,Dealer,Manual,0
2481,Ritz,2011,1.03,5.14,207500,Petrol,Dealer,Manual,0
2482,Verna,2012,1.85,9.19,133500,Petrol,Dealer,Manual,0
2483,Royal Enfield Classic 500,2011,0.31,2.06,69500,Petrol,Dealer,Manual,0
2484,Yamaha Fz S V 2.0,2015,0.18,0.67,77300,Petrol,Individual,Manual,0
2485,Fortuner,2013,8.08,29.64,139800,Diesel,Dealer,Automatic,0
2486,Bajaj Avenger 220,2016,0.21,0.76,129700,Petrol,Individual,Manual,0
2487,City,2011,4.01,13.01,123400,Petrol,Individual,Manual,0
2488,Verna,2017,4.71,8.78,72700,Petrol,Dealer,Manual,0
2489,Hero Glamour,2013,0.3,1.14,114300,Petrol,Dealer,Manual,0
2490,Honda Cb Twister,2013,0.43,1.35,157100,Petrol,Individual,Manual,0
2491,Brio,2013,0.9,5.97,83300,Petrol,Dealer,Manual,0
2492,Royal Enfield Thunder 350,2011,0.54,1.61,69300,Petrol,Dealer,Manual,0
2493,Honda Cb Shine,2008,0.1,0.46,219900,Petrol,Individual,Manual,0
2494,Royal Enfield Thunder 500,2015,0.66,2.17,99100,Petrol,Dealer,Manual,0
2495,Etios Gd,2015,3.75,8.17,145200,Diesel,Dealer,Manual,0
2496,Corolla Altis,2016,6.92,16.36,110400,Petrol,Dealer,Manual,0
2497,Verna,2015,3.98,9.1,164300,Petrol,Individual,Manual,0
2498,Verna,2014,2.3,9.2,84000,Petrol,Individual,Manual,1
2499,Jazz,2010,1.3,7.91,144400,Petrol,Dealer,Manual,0
2500,Fortuner,2013,6.13,30.57,100700,Diesel,Dealer,Automatic,0
2501,Grand I10,2016,2.68,5.29,77000,Petrol,Dealer,Manual,0
2502,Swift,2016,1.8,6.58,113600,Petrol,Individual,Manual,0
2503,Um Renegade Mojave,2017,0.61,1.82,88100,Petrol,Dealer,Manual,0
2504,Wagon R,2013,1.15,3.84,159800,Petrol,Individual,Manual,0
2505,Verna,2015,3.29,9.06,126500,Petrol,Individual,Manual,0
2506,Honda Cb Trigger,2013,0.11,0.58,82600,Petrol,Individual,Manual,0
2507,Royal Enfield Bullet 350,2016,0.56,1.54,46400,Petrol,Dealer,Manual,0
2508,Jazz,2011,2.51,7.5,166800,Petrol,Dealer,Manual,0
2509,Jazz,2016,4.0,8.03,47400,Petrol,Dealer,Manual,0
2510,Hero Honda Passion Pro,2012,0.12,0.41,176300,Petrol,Dealer,Manual,0
2511,Hero Honda Passion Pro,2012,0.13,0.41,133400,Petrol,Dealer,Manual,0
2512,Innova,2010,4.85,20.05,113800,Diesel,Dealer,Manual,0
2513,Royal Enfield Classic 350,2014,0.36,1.7,110600,Petrol,Individual,Manual,0
2514,Innova,2012,3.82,15.67,272600,Diesel,Dealer,Manual,0
2515,City,2011,3.07,11.34,128200,Petrol,Dealer,Manual,0
2516,Bajaj Discover 125,2012,0.15,0.46,107300,Petrol,Individual,Manual,0
2517,Bajaj Pulsar 220 F,2010,0.29,1.02,161800,Petrol,Individual,Manual,0
2518,Corolla Altis,2011,4.73,17.42,171900,Petrol,Dealer,Manual,0
2519,Brio,2014,1.68,5.13,93900,Petrol,Dealer,Manual,0
2520,Tvs Apache Rtr 160,2017,0.23,0.65,87900,Petrol,Dealer,Manual,0
2521,City,2007,3.25,10.76,183300,Petrol,Dealer,Manual,0
2522,Honda Dream Yuga ,2017,0.52,1.38,74500,Petrol,Dealer,Manual,0
2523,Honda Activa 4G,2017,0.13,0.49,91900,Petrol,Individual,Automatic,0
2524,I20,2015,2.19,7.97,104600,Petrol,Dealer,Manual,0
2525,I20,2010,2.04,6.97,239700,Petrol,Individual,Manual,0
2526,Amaze,2014,2.31,6.83,172000,Petrol,Dealer,Manual,0
2527,Tvs Sport ,2017,0.29,1.14,105800,Petrol,Dealer,Manual,0
2528,Ritz,2012,1.73,5.81,92000,Petrol,Dealer,Manual,0
2529,Hero Passion Pro,2016,0.1,0.44,95800,Petrol,Dealer,Manual,0
2530,Vitara Brezza,2018,2.83,9.41,33400,Diesel,Individual,Manual,0
2531,Innova,2006,4.67,17.3,146600,Diesel,Dealer,Manual,0
2532,Bajaj Avenger 150 Street,2016,0.26,0.81,62900,Petrol,Dealer,Manual,0
2533,Honda Cb Unicorn,2015,0.15,0.58,122800,Petrol,Individual,Manual,0
2534,Fortuner,2013,4.42,31.4,117000,Diesel,Dealer,Automatic,0
2535,Tvs Sport ,2017,0.2,0.64,76500,Petrol,Individual,Manual,0
2536,Verna,2014,3.5,9.85,120000,Petrol,Individual,Manual,0
2537,Hero Extreme,2014,0.11,0.63,92400,Petrol,Dealer,Manual,0
2538,Jazz,2015,3.05,7.25,164800,Petrol,Individual,Manual,0
2539,Grand I10,2014,1.87,5.68,126000,Petrol,Dealer,Manual,0
2540,City,2009,2.44,11.47,254500,Petrol,Dealer,Manual,0
2541,Yamaha Fz  V 2.0,2015,0.22,1.16,116300,Petrol,Dealer,Manual,0
2542,Alto K10,2013,0.45,3.23,169700,Petrol,Dealer,Manual,0
2543,Eon,2016,1.38,4.17,21300,Petrol,Individual,Manual,0
2544,Royal Enfield Classic 350,2016,0.65,1.84,100100,Petrol,Dealer,Manual,0
2545,Bajaj Pulsar Rs200,2016,0.76,1.83,69500,Petrol,Dealer,Manual,0
2546,Royal Enfield Thunder 500,2015,0.71,2.64,115900,Petrol,Individual,Manual,0
2547,Amaze,2015,1.92,7.78,113600,Petrol,Dealer,Manual,0
2548,Amaze,2014,1.6,7.23,168000,Petrol,Dealer,Manual,0
2549,Creta,2016,4.07,13.13,174500,Diesel,Dealer,Manual,0
2550,I20,2013,1.35,7.76,124000,Petrol,Dealer,Manual,0
2551,Verna,2012,1.74,9.97,184400,Petrol,Dealer,Manual,0
2552,Dzire,2012,0.96,7.13,159500,Diesel,Dealer,Manual,0
2553,Honda Cb Shine,2012,0.18,0.99,68000,Petrol,Dealer,Manual,0
2554,Vitara Brezza,2018,4.08,10.29,65000,Diesel,Dealer,Manual,0
2555,Innova,2008,6.71,20.19,126100,Diesel,Dealer,Manual,0
2556,City,2013,2.47,11.56,76600,Petrol,Individual,Manual,0
2557,Honda Cb Hornet 160R,2017,0.36,1.19,63600,Petrol,Individual,Manual,0
2558,City,2009,2.48,12.58,93600,Petrol,Dealer,Manual,0
2559,Dzire,2012,2.35,7.54,227100,Diesel,Dealer,Manual,0
2560,Brio,2012,1.51,6.31,133800,Petrol,Individual,Manual,0
2561,Ritz,2012,1.08,5.69,138700,Petrol,Individual,Manual,0
2562,City,2012,3.81,12.73,94400,Petrol,Dealer,Manual,0
2563,I20,2013,2.79,7.32,207200,Petrol,Dealer,Manual,0
2564,Alto K10,2016,1.64,3.29,87200,Petrol,Individual,Manual,0
2565,Amaze,2014,1.05,7.02,126700,Petrol,Dealer,Manual,0
2566,Sx4,2003,2.05,8.09,253600,Petrol,Dealer,Manual,3
2567,Ktm Rc200,2016,0.41,1.92,135400,Petrol,Dealer,Manual,0
2568,Verna,2017,4.03,10.36,72300,Petrol,Dealer,Manual,0
2569,Corolla Altis,2011,4.83,18.76,109100,Petrol,Dealer,Manual,0
2570,Royal Enfield Thunder 500,2013,0.71,3.11,168600,Petrol,Dealer,Manual,0
2571,Bajaj Pulsar 220 F,2016,0.19,0.75,64600,Petrol,Dealer,Manual,3
2572,Fortuner,2016,9.69,30.62,102100,Diesel,Dealer,Automatic,0
2573,I20,2014,2.71,8.08,114600,Petrol,Individual,Manual,0
2574,Royal Enfield Bullet 350,2016,0.86,2.51,52900,Petrol,Individual,Manual,0
2575,Sx4,2004,1.12,7.94,348400,Petrol,Dealer,Manual,0
2576,Verna,2015,3.59,9.93,103400,Petrol,Dealer,Manual,0
2577,Bajaj Pulsar 150,2014,0.12,0.59,124400,Petrol,Dealer,Manual,0
2578,City,2013,1.85,13.58,170100,Petrol,Dealer,Manual,0
2579,Yamaha Fz  V 2.0,2016,0.26,1.01,102400,Petrol,Dealer,Manual,0
2580,Xcent,2015,2.88,7.64,132600,Petrol,Individual,Manual,0
2581,Jazz,2015,2.77,8.35,68400,Petrol,Dealer,Manual,0
2582,Ciaz,2016,4.37,10.38,68700,Petrol,Dealer,Manual,0
2583,I20,2011,1.12,6.85,92500,Petrol,Individual,Manual,0
2584,Bajaj Avenger 220,2016,0.26,0.76,73000,Petrol,Individual,Manual,0
2585,Hero Passion X Pro,2016,0.2,0.59,105700,Petrol,Individual,Manual,0
2586,Etios G,2015,1.62,6.35,62200,Petrol,Individual,Manual,0
2587,Brio,2013,2.17,6.44,160100,Petrol,Dealer,Manual,0
2588,I10,2011,0.98,4.42,174400,Petrol,Dealer,Manual,0
2589,Fortuner,2016,15.69,32.78,149600,Diesel,Dealer,Automatic,0
2590,Bajaj Discover 125,2012,0.14,0.46,195800,Petrol,Dealer,Manual,0
2591,Swift,2015,2.54,5.82,180200,Petrol,Individual,Manual,0
2592,Honda Cbr 150,2014,0.47,1.26,76700,Petrol,Dealer,Manual,0
2593,Yamaha Fz S V 2.0,2015,0.61,1.4,90400,Petrol,Dealer,Manual,1
2594,Tvs Wego,2010,0.16,0.76,117800,Petrol,Dealer,Automatic,0
2595,Ertiga,2015,2.98,8.5,123500,Diesel,Individual,Manual,0
2596,Yamaha Fz S V 2.0,2015,0.23,0.67,100500,Petrol,Dealer,Manual,0
2597,City,2014,2.27,13.49,105100,Petrol,Individual,Manual,0
2598,Hero Splender Plus,2016,0.33,0.79,93200,Petrol,Individual,Manual,0
2599,Bajaj Discover 125,2011,0.14,1.17,50600,Petrol,Dealer,Manual,0
2600,Xcent,2014,1.48,7.2,69200,Petrol,Individual,Manual,0
2601,City,2017,2.71,13.2,120700,Petrol,Individual,Manual,0
2602,Fortuner,2012,4.29,33.44,187000,Diesel,Individual,Automatic,0
2603,Royal Enfield Bullet 350,2016,0.22,1.08,83900,Petrol,Individual,Manual,0
2604,I20,2015,2.17,7.16,103100,Petrol,Individual,Manual,0
2605,Hero  Cbz Xtreme,2008,0.14,0.63,166800,Petrol,Individual,Manual,1
2606,Royal Enfield Classic 350,2013,0.35,2.38,107700,Petrol,Dealer,Manual,0
2607,Wagon R,2007,0.79,5.62,224200,Petrol,Dealer,Manual,0
2608,Honda Cb Trigger,2013,0.3,1.49,167200,Petrol,Individual,Manual,0
2609,Brio,2015,2.79,6.6,74500,Petrol,Individual,Manual,0
2610,Bajaj Avenger 220,2016,0.8,1.75,156500,Petrol,Dealer,Manual,0
2611,Sx4,2004,1.18,8.59,194900,Petrol,Dealer,Manual,0
2612,Bajaj Pulsar Rs200,2016,0.25,1.27,72500,Petrol,Dealer,Manual,0
2613,Honda Activa 125,2016,0.19,0.83,143500,Petrol,Individual,Automatic,0
2614,Yamaha Fazer ,2014,0.12,0.7,86900,Petrol,Dealer,Manual,0
2615,Ciaz,2015,2.18,8.95,77800,Petrol,Dealer,Manual,0
2616,Bajaj Discover 100,2013,0.13,0.79,96200,Petrol,Dealer,Manual,0
2617,Honda Cb Trigger,2013,0.23,0.62,122400,Petrol,Individual,Manual,0
2618,Alto K10,2016,0.79,3.2,83400,Petrol,Dealer,Manual,0
2619,Tvs Apache Rtr 160,2014,0.44,1.31,92200,Petrol,Dealer,Manual,0
2620,Etios Liva,2013,2.1,6.83,97400,Diesel,Dealer,Manual,0
2621,Brio,2017,2.96,6.19,51300,Petrol,Dealer,Manual,0
2622,Bajaj Pulsar 150,2010,0.35,1.04,180400,Petrol,Individual,Manual,0
2623,City,2006,2.58,10.83,139500,Petrol,Dealer,Manual,0
2624,Wagon R,2007,0.43,3.58,262600,Petrol,Individual,Manual,0
2625,Royal Enfield Classic 350,2013,0.46,1.93,132600,Petrol,Dealer,Manual,0
2626,Innova,2014,5.73,16.12,144800,Diesel,Individual,Manual,0
2627,Innova,2006,2.45,16.99,137500,Diesel,Individual,Manual,0
2628,Bajaj Avenger 220,2017,0.48,1.57,70400,Petrol,Individual,Manual,0
2629,Bajaj Discover 125,2012,0.45,1.45,192300,Petrol,Dealer,Manual,0
2630,Fortuner,2014,6.35,31.78,81600,Diesel,Individual,Automatic,0
2631,Corolla Altis,2016,5.52,17.08,155800,Petrol,Dealer,Manual,0
2632,Creta,2016,4.42,13.64,93500,Diesel,Dealer,Manual,0
2633,Ritz,2013,1.74,5.53,111700,Petrol,Individual,Manual,0
2634,Innova,2005,3.0,21.05,162500,Diesel,Individual,Manual,0
2635,Bajaj Avenger 220,2017,0.57,1.05,36800,Petrol,Individual,Manual,0
2636,Innova,2006,3.21,16.59,245600,Diesel,Dealer,Manual,0
2637,Corolla Altis,2011,2.15,16.71,310300,Petrol,Individual,Manual,0
2638,Honda Cbr 150,2013,0.26,0.96,87000,Petrol,Dealer,Manual,0
2639,Innova,2007,3.1,18.36,158300,Diesel,Individual,Manual,0
2640,Wagon R,2012,1.19,4.01,65500,Petrol,Dealer,Manual,0
2641,Royal Enfield Classic 350,2017,0.67,1.51,88700,Petrol,Dealer,Manual,0
2642,Royal Enfield Bullet 350,2016,0.54,1.1,79900,Petrol,Individual,Manual,0
2643,Brio,2017,1.7,5.16,105800,Petrol,Individual,Manual,0
2644,Bajaj Discover 125,2011,0.1,0.46,133100,Petrol,Dealer,Manual,0
2645,Bajaj Avenger 150 Street,2016,0.21,0.64,102200,Petrol,Individual,Manual,0
2646,Amaze,2015,1.69,6.5,121400,Petrol,Dealer,Manual,0
2647,Fortuner,2015,6.45,27.77,98000,Diesel,Dealer,Automatic,0
2648,Ciaz,2016,3.95,9.49,82400,Petrol,Dealer,Manual,0
2649,Corolla Altis,2013,4.61,17.05,114800,Petrol,Dealer,Manual,0
2650,Ertiga,2014,1.71,9.32,113700,Diesel,Dealer,Manual,0
2651,City,2008,2.02,11.69,263200,Petrol,Dealer,Manual,0
2652,Yamaha Fazer ,2014,0.2,1.07,127500,Petrol,Individual,Manual,0
2653,Royal Enfield Bullet 350,2016,0.83,1.79,59900,Petrol,Dealer,Manual,0
2654,Verna,2017,5.41,10.09,62300,Petrol,Dealer,Manual,0
2655,Brio,2013,1.73,5.61,195500,Petrol,Individual,Manual,1
2656,Verna,2017,3.48,9.26,47500,Petrol,Dealer,Manual,0
2657,Etios Cross,2014,2.15,8.38,163400,Petrol,Individual,Manual,0
2658,Hero Passion Pro,2015,0.2,0.77,50400,Petrol,Dealer,Manual,0
2659,Vitara Brezza,2018,2.15,8.93,103600,Diesel,Dealer,Manual,0
2660,Corolla Altis,2017,4.02,17.16,103900,Petrol,Individual,Manual,0
2661,Ertiga,2016,4.7,9.3,11800,Diesel,Dealer,Manual,0
2662,Brio,2015,3.04,7.07,175400,Petrol,Individual,Manual,0
2663,Grand I10,2017,1.22,5.35,103400,Petrol,Dealer,Manual,0
2664,Yamaha Fz  V 2.0,2016,0.75,1.72,99800,Petrol,Dealer,Manual,0
2665,I10,2012,1.04,4.99,150400,Petrol,Dealer,Manual,0
2666,Corolla Altis,2009,4.59,19.04,121500,Petrol,Dealer,Manual,0
2667,Swift,2014,2.3,5.77,96100,Petrol,Dealer,Manual,0
2668,Verna,2014,3.62,9.85,127200,Petrol,Dealer,Manual,0
2669,Jazz,2010,2.09,8.02,294900,Petrol,Individual,Manual,0
2670,Verna,2012,2.98,9.92,128400,Petrol,Individual,Manual,0
2671,Honda Cbr 150,2013,0.18,0.96,121300,Petrol,Individual,Manual,0
2672,Bajaj Discover 125,2012,0.1,0.46,142700,Petrol,Dealer,Manual,0
2673,Ciaz,2017,3.13,9.76,36000,Petrol,Dealer,Manual,0
2674,Fortuner,2010,9.92,31.96,151100,Diesel,Dealer,Automatic,0
2675,Swift,2011,1.1,7.1,101200,Petrol,Dealer,Manual,1
2676,Sx4,2004,2.26,8.44,243400,Petrol,Dealer,Manual,0
2677,Amaze,2015,1.38,6.42,79600,Petrol,Dealer,Manual,0
2678,Royal Enfield Classic 350,2017,0.78,1.87,21900,Petrol,Dealer,Manual,0
2679,Suzuki Access 125,2008,0.1,0.48,134100,Petrol,Individual,Automatic,0
2680,Bajaj Avenger 220 Dtsi,2011,0.43,1.29,107900,Petrol,Dealer,Manual,0
2681,Royal Enfield Thunder 350,2016,0.6,1.49,76600,Petrol,Individual,Manual,0
2682,Brio,2013,1.58,6.39,136500,Petrol,Dealer,Manual,1
2683,Verna,2012,2.41,10.07,149300,Petrol,Individual,Manual,0
2684,City,2015,4.06,11.53,92800,Petrol,Dealer,Manual,0
2685,Royal Enfield Classic 350,2017,0.65,2.1,73400,Petrol,Individual,Manual,0
2686,Corolla Altis,2010,3.56,18.42,83200,Petrol,Dealer,Manual,0
2687,Bajaj Pulsar Ns 200,2013,0.26,0.79,61900,Petrol,Dealer,Manual,0
2688,Corolla Altis,2011,3.99,17.7,54300,Petrol,Dealer,Manual,0
2689,Honda Cb Shine,2007,0.11,0.77,183000,Petrol,Dealer,Manual,0
2690,Alto K10,2013,0.67,3.96,93800,Petrol,Dealer,Manual,0
2691,Ciaz,2014,2.85,10.13,114200,Petrol,Individual,Manual,0
2692,I20,2016,3.06,7.32,70700,Petrol,Individual,Manual,0
2693,Xcent,2017,4.0,7.58,102300,Petrol,Dealer,Manual,0
2694,Honda Cb Unicorn,2015,0.2,0.58,76700,Petrol,Dealer,Manual,1
2695,Sx4,2012,1.28,7.74,175300,Petrol,Dealer,Manual,0
2696,Corolla Altis,2013,2.3,16.65,36100,Petrol,Dealer,Manual,0
2697,Tvs Apache Rtr 160,2014,0.67,1.74,91700,Petrol,Dealer,Manual,0
2698,Royal Enfield Thunder 350,2014,0.58,1.58,114000,Petrol,Individual,Manual,0
2699,Royal Enfield Thunder 350,2013,0.32,2.23,116300,Petrol,Individual,Manual,1
2700,Wagon R,2015,1.56,4.04,122700,Petrol,Dealer,Manual,0
2701,Verna,2014,2.78,9.7,125800,Petrol,Individual,Manual,0
2702,Verna,2016,2.77,9.63,75100,Petrol,Individual,Manual,0
2703,Honda Activa 4G,2017,0.33,0.92,45500,Petrol,Dealer,Automatic,0
2704,City,2013,1.64,11.77,138200,Petrol,Dealer,Manual,0
2705,Wagon R,2015,1.21,5.05,90600,Petrol,Individual,Manual,1
2706,Swift,2011,1.75,6.73,237200,Petrol,Dealer,Manual,0
2707,Royal Enfield Thunder 350,2011,0.26,1.2,286800,Petrol,Dealer,Manual,0
2708,Honda Cb Shine,2012,0.1,0.46,144500,Petrol,Dealer,Manual,0
2709,Land Cruiser,2010,25.75,92.29,199600,Diesel,Individual,Manual,0
2710,Xcent,2015,1.26,7.05,58600,Petrol,Dealer,Manual,0
2711,Suzuki Access 125,2008,0.14,0.59,94200,Petrol,Individual,Automatic,0
2712,I10,2011,1.04,4.25,190500,Petrol,Individual,Manual,0
2713,Bajaj Pulsar 150,2008,0.42,1.52,186000,Petrol,Individual,Manual,0
2714,Honda Cb Unicorn,2015,0.17,0.77,148000,Petrol,Dealer,Manual,0
2715,Royal Enfield Bullet 350,2016,0.36,0.94,85600,Petrol,Individual,Manual,0
2716,Eon,2015,1.09,3.82,80100,Petrol,Dealer,Manual,1
2717,Ktm Rc200,2017,0.38,1.42,68100,Petrol,Individual,Manual,0
2718,I10,2012,1.07,3.69,131300,Petrol,Dealer,Manual,0
2719,Corolla Altis,2017,5.22,16.48,79700,Petrol,Dealer,Manual,0
2720,I10,2011,0.6,4.42,72300,Petrol,Dealer,Manual,0
2721,Jazz,2015,3.44,8.44,136000,Petrol,Dealer,Manual,0
2722,Bajaj Avenger 220,2017,0.3,0.76,97300,Petrol,Dealer,Manual,0
2723,Amaze,2014,1.39,5.52,130100,Petrol,Dealer,Manual,0
2724,Etios G,2014,2.13,6.95,123900,Petrol,Dealer,Manual,0
2725,Yamaha Fz  V 2.0,2015,0.15,0.74,95300,Petrol,Dealer,Manual,0
2726,Bajaj Discover 100,2013,0.12,0.87,155900,Petrol,Individual,Manual,0
2727,Wagon R,2015,1.85,4.46,127300,Petrol,Dealer,Manual,0
2728,Brio,2016,1.63,6.63,73600,Petrol,Individual,Manual,0
2729,City,2009,2.16,12.29,200900,Petrol,Individual,Manual,0
2730,Ciaz,2015,3.69,10.84,110000,Petrol,Individual,Manual,0
2731,Ciaz,2017,3.05,9.72,97800,Petrol,Dealer,Manual,0
2732,S Cross,2015,2.11,8.93,95500,Diesel,Dealer,Manual,0
2733,Activa 3G,2010,0.1,0.42,117500,Petrol,Dealer,Automatic,0
2734,Sx4,2012,1.32,8.0,119700,Petrol,Dealer,Manual,0
2735,Xcent,2015,3.63,7.77,51800,Petrol,Dealer,Manual,0
2736,Royal Enfield Thunder 350,2011,0.57,2.0,99400,Petrol,Dealer,Manual,0
2737,Hero Passion X Pro,2016,0.16,0.67,39200,Petrol,Dealer,Manual,0
2738,Etios Cross,2015,3.06,7.57,98900,Petrol,Individual,Manual,0
2739,Etios G,2015,2.96,6.52,73800,Petrol,Dealer,Manual,0
2740,City,2015,2.45,11.54,73300,Petrol,Dealer,Manual,0
2741,Eon,2012,1.38,4.74,125900,Petrol,Dealer,Manual,0
2742,Yamaha Fz S ,2012,0.18,0.66,118700,Petrol,Dealer,Manual,0
2743,Ktm 390 Duke ,2014,1.14,3.28,171800,Petrol,Dealer,Manual,0
2744,Honda Dream Yuga ,2017,0.17,0.43,35400,Petrol,Dealer,Manual,0
2745,Innova,2008,5.07,17.01,86800,Diesel,Individual,Manual,0
2746,Yamaha Fz S ,2012,0.36,1.8,144100,Petrol,Dealer,Manual,0
2747,City,2006,2.82,12.07,236000,Petrol,Dealer,Manual,0
2748,Honda Activa 4G,2017,0.22,0.41,107400,Petrol,Individual,Automatic,0
2749,Corolla Altis,2011,3.34,15.94,126200,Petrol,Dealer,Manual,0
2750,Bajaj Avenger 220 Dtsi,2010,0.3,1.21,217200,Petrol,Dealer,Manual,0
2751,Corolla Altis,2010,3.49,17.56,132600,Petrol,Individual,Manual,0
2752,Amaze,2014,1.06,6.62,114900,Petrol,Dealer,Manual,0
2753,I10,2013,1.54,4.8,99900,Petrol,Dealer,Manual,0
2754,Creta,2015,2.81,13.0,83300,Diesel,Individual,Manual,0
2755,City,2014,4.14,12.89,137200,Petrol,Individual,Manual,0
2756,Honda Cb Shine,2011,0.19,0.59,107700,Petrol,Dealer,Manual,0
2757,Honda Dream Yuga ,2017,0.19,0.43,105500,Petrol,Dealer,Manual,0
2758,City,2006,2.28,12.18,181400,Petrol,Dealer,Manual,0
2759,Honda Activa 125,2016,0.3,0.91,88200,Petrol,Individual,Automatic,0
2760,Ertiga,2014,1.63,10.21,63700,Diesel,Dealer,Manual,0
2761,Royal Enfield Classic 500,2010,0.41,2.05,127400,Petrol,Dealer,Manual,0
2762,Honda Cb Hornet 160R,2017,0.52,1.08,87400,Petrol,Dealer,Manual,0
2763,Honda Cb Twister,2012,0.1,0.76,181400,Petrol,Dealer,Manual,0
2764,Sx4,2013,1.46,7.7,134100,Petrol,Dealer,Manual,0
2765,Fortuner,2017,17.82,32.71,77800,Diesel,Individual,Automatic,0
2766,Corolla,2004,1.53,11.56,281800,Petrol,Dealer,Automatic,0
2767,Ertiga,2014,1.79,8.3,70900,Diesel,Dealer,Manual,1
2768,Wagon R,2013,1.13,4.43,174700,Petrol,Dealer,Manual,0
2769,City,2008,3.81,11.99,308900,Petrol,Dealer,Manual,0
2770,Innova,2007,3.98,19.93,189400,Diesel,Individual,Manual,0
2771,Etios Gd,2015,1.55,7.05,154600,Diesel,Dealer,Manual,0
2772,Honda Karizma,2011,0.18,0.84,164100,Petrol,Dealer,Manual,0
2773,City,2017,2.74,11.62,51900,Petrol,Dealer,Manual,0
2774,Royal Enfield Classic 350,2016,0.93,2.2,152100,Petrol,Individual,Manual,0
2775,Fortuner,2014,5.14,33.44,100500,Diesel,Individual,Automatic,0
2776,Hero Extreme,2013,0.33,1.07,132100,Petrol,Individual,Manual,1
2777,Royal Enfield Classic 350,2015,0.88,1.98,88600,Petrol,Individual,Manual,0
2778,Jazz,2011,2.06,7.76,80200,Petrol,Individual,Manual,0
2779,City,2006,2.75,11.81,157300,Petrol,Dealer,Manual,0
2780,Corolla Altis,2017,6.74,16.83,58800,Petrol,Dealer,Manual,0
2781,Corolla Altis,2013,5.37,18.58,100900,Petrol,Individual,Manual,0
2782,Fortuner,2014,10.06,33.37,164200,Diesel,Dealer,Automatic,0
2783,Bajaj Avenger 220,2017,0.57,1.84,124800,Petrol,Dealer,Manual,0
2784,Grand I10,2015,2.68,6.43,82800,Petrol,Dealer,Manual,0
2785,Yamaha Fz S V 2.0,2015,0.28,1.19,148100,Petrol,Individual,Manual,1
2786,City,2006,2.23,11.99,166100,Petrol,Dealer,Manual,0
2787,Etios Liva,2011,2.15,6.65,111600,Diesel,Individual,Manual,0
2788,Ritz,2013,1.94,5.21,91700,Petrol,Individual,Manual,0
2789,Bajaj Discover 125,2012,0.12,0.54,148800,Petrol,Dealer,Manual,0
2790,Innova,2013,3.41,17.67,88800,Diesel,Individual,Manual,0
2791,Corolla Altis,2015,5.52,17.26,94000,Petrol,Individual,Manual,0
2792,Honda Cb Hornet 160R,2016,0.3,0.7,89700,Petrol,Individual,Manual,0
2793,Corolla Altis,2009,2.31,17.75,200900,Petrol,Dealer,Manual,0
2794,City,2010,2.31,10.43,89800,Petrol,Individual,Manual,0
2795,Bajaj Avenger 220,2016,0.46,1.17,89100,Petrol,Dealer,Manual,0
